id,jlpt_level,vocab_id,display_order,expression,reading,romaji,part_of_speech_id,semantic_category,meaning_id,example_sentence_jp,example_sentence_romaji,example_sentence_id,sentence_pattern,target_kanji_ids,target_kanji_chars,audio_path,source_basis,source_url,review_status,notes
vocab_ex_n5_0044,N5,vocab_n5_0044,44,いい; よい,いい; よい,ii / yoi,kata_sifat_i,sifat_umum,baik,いいです。,ii / yoi desu.,baik.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0044.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0045,N5,vocab_n5_0045,45,いいえ,いいえ,iie,ekspresi,salam_ekspresi,tidak,いいえ、元気ですか。,"iie, genki desu ka.","tidak, apakah kamu sehat?",expression_greeting_context,kanji_n5_040,気,/assets/audio/examples/vocab/n5/0045.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0046,N5,vocab_n5_0046,46,言う,いう,iu,kata_kerja,aksi_kegiatan,mengatakan,私は言うことができます。,Watashi wa iu koto ga dekimasu.,Saya bisa mengatakan.,verb_koto_ga_dekimasu,kanji_n5_088,言,/assets/audio/examples/vocab/n5/0046.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0047,N5,vocab_n5_0047,47,家,いえ,ie,kata_benda,tempat_bangunan,rumah,家があります。,ie ga arimasu.,Ada rumah.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0047.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0048,N5,vocab_n5_0048,48,いかが,いかが,ikaga,kata_keterangan,fungsi_bahasa,"how, in what way",私はいかが勉強します。,Watashi wa ikaga benkyou shimasu.,"Saya belajar dengan/sekitar pola: how, in what way.",adverb_with_benkyou,,,/assets/audio/examples/vocab/n5/0048.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0049,N5,vocab_n5_0049,49,行く,いく; ゆく,iku / yuku,kata_kerja,aksi_kegiatan,pergi,私は行くことができます。,Watashi wa iku / yuku koto ga dekimasu.,Saya bisa pergi.,verb_koto_ga_dekimasu,kanji_n5_015,行,/assets/audio/examples/vocab/n5/0049.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0050,N5,vocab_n5_0050,50,いくつ,いくつ,ikutsu,kata_tanya,fungsi_bahasa,"how banyak, how lama/tua",いくつですか。,ikutsu desu ka.,"Apakah/siapa/apa: how banyak, how lama/tua?",question_expression,,,/assets/audio/examples/vocab/n5/0050.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0051,N5,vocab_n5_0051,51,いくら,いくら,ikura,kata_tanya,fungsi_bahasa,"how much, how banyak",いくらですか。,ikura desu ka.,"Apakah/siapa/apa: how much, how banyak?",question_expression,,,/assets/audio/examples/vocab/n5/0051.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0052,N5,vocab_n5_0052,52,池,いけ,ike,kata_benda,umum,kolam,池があります。,ike ga arimasu.,Ada kolam.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0052.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0053,N5,vocab_n5_0053,53,医者,いしゃ,isha,kata_benda,keluarga_orang,dokter,医者がいます。,isha ga imasu.,Ada dokter.,noun_imasu,,,/assets/audio/examples/vocab/n5/0053.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0054,N5,vocab_n5_0054,54,椅子,いす,isu,kata_benda,rumah_benda,kursi,椅子があります。,isu ga arimasu.,Ada kursi.,noun_arimasu,kanji_n5_034,子,/assets/audio/examples/vocab/n5/0054.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0055,N5,vocab_n5_0055,55,忙しい,いそがしい,isogashii,kata_sifat_i,sifat_keadaan,sibuk,忙しいです。,isogashii desu.,sibuk.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0055.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0056,N5,vocab_n5_0056,56,痛い,いたい,itai,kata_sifat_i,sifat_umum,sakit/nyeri,痛いです。,itai desu.,sakit/nyeri.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0056.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0057,N5,vocab_n5_0057,57,一,いち,ichi,angka,angka_counter,satu,一あります。,ichi arimasu.,Ada satu.,number_counter_arimasu,kanji_n5_002,一,/assets/audio/examples/vocab/n5/0057.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0058,N5,vocab_n5_0058,58,一日,いちにち,ichinichi,kata_benda,waktu_tanggal,satu hari (duration),一日があります。,ichinichi ga arimasu.,Ada satu hari (duration).,noun_arimasu,kanji_n5_002|kanji_n5_001,一日,/assets/audio/examples/vocab/n5/0058.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0059,N5,vocab_n5_0059,59,一番,いちばん,ichiban,kata_benda,umum,"best (most), first, number satu",一番があります。,ichiban ga arimasu.,"Ada best (most), first, number satu.",noun_arimasu,kanji_n5_002,一,/assets/audio/examples/vocab/n5/0059.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0060,N5,vocab_n5_0060,60,いつ,いつ,itsu,kata_tanya,waktu_tanggal,kapan,いつですか。,itsu desu ka.,Apakah/siapa/apa: kapan?,question_expression,,,/assets/audio/examples/vocab/n5/0060.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0061,N5,vocab_n5_0061,61,五日,いつか,itsuka,kata_benda,waktu_tanggal,"lima days, fifth hari of bulan",五日があります。,itsuka ga arimasu.,"Ada lima days, fifth hari of bulan.",noun_arimasu,kanji_n5_022|kanji_n5_001,五日,/assets/audio/examples/vocab/n5/0061.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0062,N5,vocab_n5_0062,62,一緒,いっしょ,issho,kata_benda,umum,together,一緒があります。,issho ga arimasu.,Ada together.,noun_arimasu,kanji_n5_002,一,/assets/audio/examples/vocab/n5/0062.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0063,N5,vocab_n5_0063,63,五つ,いつつ,itsutsu,angka,angka_counter,lima things,五つあります。,itsutsu arimasu.,Ada lima things.,number_counter_arimasu,kanji_n5_022,五,/assets/audio/examples/vocab/n5/0063.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0064,N5,vocab_n5_0064,64,いつも,いつも,itsumo,kata_keterangan,fungsi_bahasa,"selalu, biasanya, every waktu, never (with neg. verb)",私はいつも勉強します。,Watashi wa itsumo benkyou shimasu.,"Saya belajar dengan/sekitar pola: selalu, biasanya, every waktu, never (with neg. verb).",adverb_with_benkyou,,,/assets/audio/examples/vocab/n5/0064.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0065,N5,vocab_n5_0065,65,犬,いぬ,inu,kata_benda,umum,anjing,犬がいます。,inu ga imasu.,Ada anjing.,noun_imasu,,,/assets/audio/examples/vocab/n5/0065.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0066,N5,vocab_n5_0066,66,今,いま,ima,kata_benda,waktu_tanggal,sekarang,今があります。,ima ga arimasu.,Ada sekarang.,noun_arimasu,kanji_n5_027,今,/assets/audio/examples/vocab/n5/0066.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0067,N5,vocab_n5_0067,67,意味,いみ,imi,kata_benda,umum,arti/makna,意味があります。,imi ga arimasu.,Ada arti/makna.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0067.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0068,N5,vocab_n5_0068,68,妹,いもうと,imouto,kata_benda,keluarga_orang,adik perempuan,妹がいます。,imouto ga imasu.,Ada adik perempuan.,noun_imasu,,,/assets/audio/examples/vocab/n5/0068.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0069,N5,vocab_n5_0069,69,嫌,いや,iya,kata_sifat_na,sifat_umum,"disagreeable, detestable, unpleasant",嫌です。,iya desu.,"disagreeable, detestable, unpleasant.",na_adjective_desu,,,/assets/audio/examples/vocab/n5/0069.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0070,N5,vocab_n5_0070,70,入口,いりぐち,iriguchi,kata_benda,tempat_bangunan,pintu masuk,入口があります。,iriguchi ga arimasu.,Ada pintu masuk.,noun_arimasu,kanji_n5_030|kanji_n5_090,入口,/assets/audio/examples/vocab/n5/0070.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0071,N5,vocab_n5_0071,71,居る,いる,iru,kata_kerja,aksi_kegiatan,ada (makhluk hidup),私は居ることができます。,Watashi wa iru koto ga dekimasu.,Saya bisa ada (makhluk hidup).,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0071.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0072,N5,vocab_n5_0072,72,要る,いる,iru,kata_kerja,aksi_kegiatan,membutuhkan,私は要ることができます。,Watashi wa iru koto ga dekimasu.,Saya bisa membutuhkan.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0072.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
