id,jlpt_level,display_order,expression,primary_expression,reading,romaji,script_type,part_of_speech_id,part_of_speech,semantic_category,meaning_id,meaning_en,tags_original,is_common,is_official_jlpt_list,source_basis,source_url,audio_path,example_sentence_jp,example_sentence_id,notes,example_sentence_romaji,example_sentence_review_status,example_sentence_source
vocab_n5_0035,N5,35,甘い,甘い,あまい,amai,kanji_kana,kata_sifat_i,kata sifat-i,sifat_umum,manis,"generous, sweet",Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/amai.mp3,火曜日に友達に会います。,Saya bertemu teman hari Selasa.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kayoubi ni tomodachi ni aimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0036,N5,36,余り,余り,あまり,amari,kanji_kana,kata_benda,kata benda,umum,"tidak terlalu, sisa",not very; surplus,JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/amari.mp3,水曜日に映画を見ます。,Saya menonton film hari Rabu.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Suiyoubi ni eiga o mimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0037,N5,37,雨,雨,あめ,ame,kanji_kana,kata_benda,kata benda,alam_cuaca,hujan,rain,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ame.mp3,雨が降っています。,Sedang hujan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Ame ga futte imasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0038,N5,38,飴,飴,あめ,ame,kanji_kana,kata_benda,kata benda,umum,permen,(hard) candy,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ame.mp3,子供が飴を食べました。,Anak itu memakan permen.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Kodomo ga ame o tabemashita.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0039,N5,39,洗う,洗う,あらう,arau,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,mencuci,to wash,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/arau.mp3,野菜を洗います。,Saya mencuci sayuran.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Yasai o araimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0040,N5,40,在る,在る,ある,aru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,ada (bentuk kuno),"to be, to have",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/aru.mp3,私は在ることができます。,"Saya bisa be, have.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa aru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0041,N5,41,有る,有る,ある,aru,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,ada (benda mati),"to be, to have",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/aru.mp3,私は有ることができます。,Saya bisa ada (benda mati).,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa aru koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0042,N5,42,歩く,歩く,あるく,aruku,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,berjalan,to walk,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/aruku.mp3,私は歩くことができます。,Saya bisa berjalan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa aruku koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0043,N5,43,あれ,あれ,あれ,are,hiragana,pronomina,kata ganti/penunjuk,fungsi_bahasa,itu di sana,that one (over there),Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/are.mp3,一月=January,Januari,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Ichigatsu,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0044,N5,44,いい; よい,いい,いい; よい,ii / yoi,hiragana,kata_sifat_i,kata sifat-i,sifat_umum,baik,good,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ii_yoi.mp3,二月=February,Februari,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Nigatsu,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0045,N5,45,いいえ,いいえ,いいえ,iie,hiragana,ekspresi,ekspresi/salam,salam_ekspresi,tidak,"no, not at all",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iie.mp3,いいえ、元気ですか。,"tidak, apakah kamu sehat?",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,"iie, genki desu ka.",auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0046,N5,46,言う,言う,いう,iu,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,mengatakan,to say,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iu.mp3,私は言うことができます。,Saya bisa mengatakan.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa iu koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0047,N5,47,家,家,いえ,ie,kanji_kana,kata_benda,kata benda,tempat_bangunan,rumah,"house, home",Genki Genki_Ln.3 JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ie.mp3,一定量,Jumlah tertentu,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Itteiryou,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0048,N5,48,いかが,いかが,いかが,ikaga,hiragana,kata_keterangan,kata keterangan,fungsi_bahasa,bagaimana (sopan),"how, in what way",JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ikaga.mp3,私はいかが勉強します。,"Saya belajar dengan/sekitar pola: how, in what way.",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa ikaga benkyou shimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0049,N5,49,行く,行く,いく; ゆく,iku / yuku,kanji_kana,kata_kerja,kata kerja,aksi_kegiatan,pergi,to go,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/iku_yuku.mp3,私は行くことができます。,Saya bisa pergi.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Watashi wa iku / yuku koto ga dekimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0050,N5,50,いくつ,いくつ,いくつ,ikutsu,hiragana,kata_tanya,kata tanya,fungsi_bahasa,"berapa banyak, berapa buah","how many, how old",JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ikutsu.mp3,いくつですか。,"Apakah/siapa/apa: how banyak, how lama/tua?",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ikutsu desu ka.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0051,N5,51,いくら,いくら,いくら,ikura,hiragana,kata_tanya,kata tanya,fungsi_bahasa,berapa (harga/jumlah),"how much, how many",Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ikura.mp3,いくらですか。,"Apakah/siapa/apa: how much, how banyak?",N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ikura desu ka.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0052,N5,52,池,池,いけ,ike,kanji_kana,kata_benda,kata benda,umum,kolam,pond,JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ike.mp3,一切れください。,Tolong potong satu.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Hitokire kudasai.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0053,N5,53,医者,医者,いしゃ,isha,kanji_kana,kata_benda,kata benda,keluarga_orang,dokter,doctor; physician,Genki Genki_Ln.1 Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/isha.mp3,医者がいます。,Ada dokter.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,isha ga imasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0054,N5,54,椅子,椅子,いす,isu,kanji_kana,kata_benda,kata benda,rumah_benda,kursi,chair,JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/isu.mp3,威張ります。,Saya menyombongkan diri.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Ibarimasu.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0055,N5,55,忙しい,忙しい,いそがしい,isogashii,kanji_kana,kata_sifat_i,kata sifat-i,sifat_keadaan,sibuk,"busy (people, days)",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/isogashii.mp3,忙しいです。,sibuk.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,isogashii desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0056,N5,56,痛い,痛い,いたい,itai,kanji_kana,kata_sifat_i,kata sifat-i,sifat_umum,sakit/nyeri,hurt; painful; sore,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/itai.mp3,痛いです。,sakit/nyeri.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,itai desu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0057,N5,57,一,一,いち,ichi,kanji_kana,angka,angka/numeral,angka_counter,satu,one,JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ichi.mp3,一あります。,Ada satu.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,ichi arimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0058,N5,58,一日,一日,いちにち,ichinichi,kanji_kana,kata_benda,kata benda,waktu_tanggal,satu hari,one day (duration),Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ichinichi.mp3,意外でした。,Tidak terduga.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Igai deshita.,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0059,N5,59,一番,一番,いちばん,ichiban,kanji_kana,kata_benda,kata benda,umum,"terbaik, pertama, nomor satu","best (most), first, number one",Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/ichiban.mp3,今、何時ですか。,Sekarang jam berapa?,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Ima nanji desu ka?,human_reviewed,jlpt_n5_vocab_example_sentences_autogen.csv
vocab_n5_0060,N5,60,いつ,いつ,いつ,itsu,hiragana,kata_tanya,kata tanya,waktu_tanggal,kapan,when,Genki Genki_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,True,False,open_anki_n5_with_common_n5_cross_reference,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,/assets/audio/vocab/n5/itsu.mp3,五日に會います。,Saya bertemu hari ke-lima.,N5 study-list item; JLPT does not publish an official vocabulary master list. POS/category auto-enriched and should be reviewed for edge cases.,Itsuka ni aimasu.,auto_generated_needs_human_review,jlpt_n5_vocab_example_sentences_autogen.csv
